neighborhood_id,name,latitude,longitude,daily_orders,zone
N0453,Riverside #453,17.200296,78.543754,118,Cluster-3
N0454,Lakeview #454,17.229891,78.662237,58,Cluster-4
N0455,Metro Hub #455,17.28374,78.494482,183,Cluster-5
N0456,Airport Road #456,17.542198,78.364846,53,Cluster-6
N0457,Grand Square #457,17.448745,78.641948,86,Cluster-1
N0458,Innovation Zone #458,17.196345,78.382543,128,Cluster-2
N0459,Sunrise Colony #459,17.224014,78.613768,153,Cluster-3
N0460,Midtown #460,17.20763,78.635423,108,Cluster-4
N0461,Downtown #461,17.285216,78.506448,39,Cluster-5
N0462,Market Central #462,17.541908,78.334345,67,Cluster-6
N0463,Tech Park #463,17.445709,78.726692,126,Cluster-1
N0464,Cyber City #464,17.163358,78.360847,177,Cluster-2
N0465,Financial District #465,17.284626,78.677277,66,Cluster-3
N0466,Old Quarter #466,17.288635,78.674669,52,Cluster-4
N0467,Harbor View #467,17.219723,78.505917,74,Cluster-5
N0468,Green Hills #468,17.541418,78.361144,108,Cluster-6
N0469,North Gateway #469,17.457745,78.709942,170,Cluster-1
N0470,South Port #470,17.256531,78.322376,170,Cluster-2
N0471,East End #471,17.262639,78.576418,75,Cluster-3
N0472,West Industrial #472,17.247798,78.655296,120,Cluster-4
N0473,Riverside #473,17.313195,78.512566,131,Cluster-5
N0474,Lakeview #474,17.486034,78.426262,196,Cluster-6
N0475,Metro Hub #475,17.41166,78.707476,118,Cluster-1
N0476,Airport Road #476,17.251294,78.398532,199,Cluster-2
N0477,Grand Square #477,17.286845,78.654389,14,Cluster-3
N0478,Innovation Zone #478,17.241237,78.677934,24,Cluster-4
N0479,Sunrise Colony #479,17.1896,78.514636,59,Cluster-5
N0480,Midtown #480,17.500167,78.40127,52,Cluster-6
N0481,Downtown #481,17.45571,78.679335,65,Cluster-1
N0482,Market Central #482,17.180973,78.355136,73,Cluster-2
N0483,Tech Park #483,17.280973,78.625906,66,Cluster-3
N0484,Cyber City #484,17.209605,78.650818,82,Cluster-4
N0485,Financial District #485,17.236114,78.508292,97,Cluster-5
N0486,Old Quarter #486,17.531398,78.352839,200,Cluster-6
N0487,Harbor View #487,17.476457,78.764715,115,Cluster-1
N0488,Green Hills #488,17.178442,78.280908,60,Cluster-2
N0489,North Gateway #489,17.221406,78.610621,113,Cluster-3
N0490,South Port #490,17.287193,78.711728,58,Cluster-4
N0491,East End #491,17.22451,78.501058,26,Cluster-5
N0492,West Industrial #492,17.51986,78.323399,167,Cluster-6
N0493,Riverside #493,17.469032,78.695504,24,Cluster-1
N0494,Lakeview #494,17.149928,78.392371,144,Cluster-2
N0495,Metro Hub #495,17.300973,78.571481,147,Cluster-3
N0496,Airport Road #496,17.251974,78.695418,106,Cluster-4
N0497,Grand Square #497,17.277719,78.451983,99,Cluster-5
N0498,Innovation Zone #498,17.509757,78.370532,184,Cluster-6
N0499,Sunrise Colony #499,17.503177,78.754043,87,Cluster-1
N0500,Midtown #500,17.195401,78.430733,22,Cluster-2
N0501,Downtown #501,17.255031,78.621351,64,Cluster-3
N0502,Market Central #502,17.283396,78.726539,153,Cluster-4
N0503,Tech Park #503,17.307738,78.466481,32,Cluster-5
N0504,Cyber City #504,17.488138,78.43039,108,Cluster-6
N0505,Financial District #505,17.391241,78.674277,33,Cluster-1
N0506,Old Quarter #506,17.165578,78.43525,22,Cluster-2
N0507,Harbor View #507,17.26606,78.653919,75,Cluster-3
N0508,Green Hills #508,17.251564,78.65719,162,Cluster-4
N0509,North Gateway #509,17.262073,78.458354,167,Cluster-5
N0510,South Port #510,17.486729,78.353274,184,Cluster-6
N0511,East End #511,17.459029,78.655253,22,Cluster-1
N0512,West Industrial #512,17.191255,78.464645,22,Cluster-2
N0513,Riverside #513,17.25163,78.667266,122,Cluster-3
N0514,Lakeview #514,17.234551,78.709363,137,Cluster-4
N0515,Metro Hub #515,17.200973,78.525666,125,Cluster-5
N0516,Airport Road #516,17.535849,78.384231,31,Cluster-6
N0517,Grand Square #517,17.421421,78.664942,52,Cluster-1
N0518,Innovation Zone #518,17.235308,78.327638,34,Cluster-2
N0519,Sunrise Colony #519,17.246793,78.650842,51,Cluster-3
N0520,Midtown #520,17.314354,78.710752,112,Cluster-4
N0521,Downtown #521,17.289659,78.475556,151,Cluster-5
N0522,Market Central #522,17.530073,78.341767,12,Cluster-6
N0523,Tech Park #523,17.454972,78.685955,124,Cluster-1
N0524,Cyber City #524,17.160595,78.431785,26,Cluster-2
N0525,Financial District #525,17.262582,78.620644,97,Cluster-3
N0526,Old Quarter #526,17.214026,78.712369,143,Cluster-4
N0527,Harbor View #527,17.264242,78.481689,39,Cluster-5
N0528,Green Hills #528,17.480616,78.397778,80,Cluster-6
N0529,North Gateway #529,17.459819,78.716371,63,Cluster-1
N0530,South Port #530,17.187468,78.435059,190,Cluster-2
N0531,East End #531,17.258821,78.691774,92,Cluster-3
N0532,West Industrial #532,17.272948,78.616881,138,Cluster-4
N0533,Riverside #533,17.230677,78.549256,27,Cluster-5
N0534,Lakeview #534,17.532797,78.349503,116,Cluster-6
N0535,Metro Hub #535,17.468792,78.723842,28,Cluster-1
N0536,Airport Road #536,17.200412,78.37649,50,Cluster-2
N0537,Grand Square #537,17.201503,78.695497,84,Cluster-3
N0538,Innovation Zone #538,17.212471,78.705184,35,Cluster-4
N0539,Sunrise Colony #539,17.186846,78.472305,158,Cluster-5
N0540,Midtown #540,17.492775,78.400269,129,Cluster-6
N0541,Downtown #541,17.445424,78.702632,179,Cluster-1
N0542,Market Central #542,17.24856,78.38812,108,Cluster-2
N0543,Tech Park #543,17.229808,78.622569,189,Cluster-3
N0544,Cyber City #544,17.209716,78.697183,186,Cluster-4
N0545,Financial District #545,17.265914,78.503741,99,Cluster-5
N0546,Old Quarter #546,17.486038,78.288564,65,Cluster-6
N0547,Harbor View #547,17.45328,78.669881,148,Cluster-1
N0548,Green Hills #548,17.152873,78.350737,129,Cluster-2
N0549,North Gateway #549,17.247786,78.662864,195,Cluster-3
N0550,South Port #550,17.171592,78.648235,101,Cluster-4
N0551,East End #551,17.273008,78.412836,157,Cluster-5
N0552,West Industrial #552,17.51767,78.370183,43,Cluster-6
N0553,Riverside #553,17.469482,78.748454,149,Cluster-1
N0554,Lakeview #554,17.186338,78.358345,198,Cluster-2
N0555,Metro Hub #555,17.245296,78.635621,189,Cluster-3
N0556,Airport Road #556,17.212875,78.609945,80,Cluster-4
N0557,Grand Square #557,17.21301,78.48218,29,Cluster-5
N0558,Innovation Zone #558,17.581495,78.345643,56,Cluster-6
N0559,Sunrise Colony #559,17.44454,78.631368,176,Cluster-1
N0560,Midtown #560,17.234454,78.397089,62,Cluster-2
N0561,Downtown #561,17.289453,78.651357,74,Cluster-3
N0562,Market Central #562,17.220129,78.674109,128,Cluster-4
N0563,Tech Park #563,17.206661,78.509987,70,Cluster-5
N0564,Cyber City #564,17.56548,78.463638,95,Cluster-6
N0565,Financial District #565,17.434712,78.72714,80,Cluster-1
N0566,Old Quarter #566,17.218224,78.341021,163,Cluster-2
N0567,Harbor View #567,17.269718,78.684052,141,Cluster-3
N0568,Green Hills #568,17.223076,78.68267,64,Cluster-4
N0569,North Gateway #569,17.235855,78.505583,172,Cluster-5
N0570,South Port #570,17.497741,78.3724,99,Cluster-6
N0571,East End #571,17.48277,78.662193,35,Cluster-1
N0572,West Industrial #572,17.158299,78.381248,149,Cluster-2
N0573,Riverside #573,17.2435,78.635491,17,Cluster-3
N0574,Lakeview #574,17.218599,78.699321,23,Cluster-4
N0575,Metro Hub #575,17.250967,78.44106,11,Cluster-5
N0576,Airport Road #576,17.574573,78.338573,131,Cluster-6
N0577,Grand Square #577,17.453967,78.724061,175,Cluster-1
N0578,Innovation Zone #578,17.159405,78.459087,42,Cluster-2
N0579,Sunrise Colony #579,17.179302,78.528412,69,Cluster-3
N0580,Midtown #580,17.253042,78.613955,171,Cluster-4
N0581,Downtown #581,17.244278,78.461808,119,Cluster-5
N0582,Market Central #582,17.512764,78.379627,78,Cluster-6
N0583,Tech Park #583,17.469359,78.672652,99,Cluster-1
N0584,Cyber City #584,17.170623,78.375823,117,Cluster-2
N0585,Financial District #585,17.237041,78.67733,193,Cluster-3
N0586,Old Quarter #586,17.207749,78.676574,90,Cluster-4
N0587,Harbor View #587,17.253102,78.427616,98,Cluster-5
N0588,Green Hills #588,17.534565,78.41055,195,Cluster-6
N0589,North Gateway #589,17.458124,78.706625,50,Cluster-1
N0590,South Port #590,17.184985,78.389522,112,Cluster-2
N0591,East End #591,17.291186,78.628057,16,Cluster-3
N0592,West Industrial #592,17.265068,78.609692,20,Cluster-4
N0593,Riverside #593,17.244953,78.42777,27,Cluster-5
N0594,Lakeview #594,17.508721,78.344023,122,Cluster-6
N0595,Metro Hub #595,17.480416,78.666464,106,Cluster-1
N0596,Airport Road #596,17.252724,78.369224,113,Cluster-2
N0597,Grand Square #597,17.223821,78.557821,196,Cluster-3
N0598,Innovation Zone #598,17.244288,78.654237,117,Cluster-4
N0599,Sunrise Colony #599,17.268497,78.52463,175,Cluster-5
N0600,Midtown #600,17.550402,78.335315,99,Cluster-6
N0601,Downtown #601,17.42213,78.666433,132,Cluster-1
N0602,Market Central #602,17.155324,78.388523,156,Cluster-2
N0603,Tech Park #603,17.250574,78.660288,177,Cluster-3
N0604,Cyber City #604,17.22667,78.598677,26,Cluster-4
N0605,Financial District #605,17.265518,78.586835,86,Cluster-5
N0606,Old Quarter #606,17.545796,78.311997,103,Cluster-6
N0607,Harbor View #607,17.41352,78.740589,167,Cluster-1
N0608,Green Hills #608,17.182496,78.383209,138,Cluster-2
N0609,North Gateway #609,17.240904,78.670478,178,Cluster-3
N0610,South Port #610,17.25257,78.622386,146,Cluster-4
N0611,East End #611,17.223739,78.482035,175,Cluster-5
N0612,West Industrial #612,17.506627,78.396215,38,Cluster-6
N0613,Riverside #613,17.435158,78.666195,118,Cluster-1
N0614,Lakeview #614,17.245092,78.447292,133,Cluster-2
N0615,Metro Hub #615,17.327989,78.649471,23,Cluster-3
N0616,Airport Road #616,17.274702,78.637302,72,Cluster-4
N0617,Grand Square #617,17.216799,78.438158,123,Cluster-5
N0618,Innovation Zone #618,17.54085,78.395329,162,Cluster-6
N0619,Sunrise Colony #619,17.486861,78.669982,199,Cluster-1
N0620,Midtown #620,17.174027,78.418541,47,Cluster-2
N0621,Downtown #621,17.22572,78.64177,29,Cluster-3
N0622,Market Central #622,17.288539,78.686164,198,Cluster-4
N0623,Tech Park #623,17.255919,78.511609,56,Cluster-5
N0624,Cyber City #624,17.540201,78.364274,152,Cluster-6
N0625,Financial District #625,17.406954,78.613739,14,Cluster-1
N0626,Old Quarter #626,17.19699,78.375133,58,Cluster-2
N0627,Harbor View #627,17.325128,78.639584,50,Cluster-3
N0628,Green Hills #628,17.321377,78.636276,132,Cluster-4
N0629,North Gateway #629,17.292573,78.511542,51,Cluster-5
N0630,South Port #630,17.571729,78.338825,47,Cluster-6
N0631,East End #631,17.439081,78.663228,184,Cluster-1
N0632,West Industrial #632,17.241288,78.403093,98,Cluster-2
N0633,Riverside #633,17.306415,78.595325,104,Cluster-3
N0634,Lakeview #634,17.30466,78.713531,75,Cluster-4
N0635,Metro Hub #635,17.220627,78.466518,57,Cluster-5
N0636,Airport Road #636,17.522087,78.390127,131,Cluster-6
N0637,Grand Square #637,17.460112,78.705647,110,Cluster-1
N0638,Innovation Zone #638,17.146603,78.432811,169,Cluster-2
N0639,Sunrise Colony #639,17.303423,78.667194,182,Cluster-3
N0640,Midtown #640,17.209245,78.702477,49,Cluster-4
N0641,Downtown #641,17.202743,78.543863,199,Cluster-5
N0642,Market Central #642,17.479436,78.361897,92,Cluster-6
N0643,Tech Park #643,17.495595,78.643925,197,Cluster-1
N0644,Cyber City #644,17.120287,78.364596,83,Cluster-2
N0645,Financial District #645,17.244326,78.617282,151,Cluster-3
N0646,Old Quarter #646,17.249501,78.663618,178,Cluster-4
N0647,Harbor View #647,17.243162,78.460366,111,Cluster-5
N0648,Green Hills #648,17.50706,78.38404,105,Cluster-6
N0649,North Gateway #649,17.4321,78.639191,167,Cluster-1
N0650,South Port #650,17.184824,78.464928,62,Cluster-2
N0651,East End #651,17.337049,78.54672,176,Cluster-3
N0652,West Industrial #652,17.228376,78.660044,200,Cluster-4
N0653,Riverside #653,17.23578,78.489521,126,Cluster-5
N0654,Lakeview #654,17.500782,78.360407,87,Cluster-6
N0655,Metro Hub #655,17.423708,78.621513,176,Cluster-1
N0656,Airport Road #656,17.146896,78.382131,50,Cluster-2
N0657,Grand Square #657,17.282573,78.719314,64,Cluster-3
N0658,Innovation Zone #658,17.220445,78.701406,169,Cluster-4
N0659,Sunrise Colony #659,17.238458,78.478125,100,Cluster-5
N0660,Midtown #660,17.546529,78.363027,90,Cluster-6
N0661,Downtown #661,17.438103,78.654548,192,Cluster-1
N0662,Market Central #662,17.152288,78.343425,114,Cluster-2
N0663,Tech Park #663,17.276371,78.640991,41,Cluster-3
N0664,Cyber City #664,17.205301,78.611225,40,Cluster-4
N0665,Financial District #665,17.27418,78.484857,36,Cluster-5
N0666,Old Quarter #666,17.517865,78.362165,80,Cluster-6
N0667,Harbor View #667,17.460422,78.647791,172,Cluster-1
N0668,Green Hills #668,17.227218,78.422238,125,Cluster-2
N0669,North Gateway #669,17.265399,78.538448,79,Cluster-3
N0670,South Port #670,17.245981,78.667429,44,Cluster-4
N0671,East End #671,17.262731,78.509917,156,Cluster-5
N0672,West Industrial #672,17.565624,78.361169,128,Cluster-6
N0673,Riverside #673,17.382515,78.747902,153,Cluster-1
N0674,Lakeview #674,17.25586,78.404383,172,Cluster-2
N0675,Metro Hub #675,17.204734,78.664832,37,Cluster-3
N0676,Airport Road #676,17.243344,78.621639,82,Cluster-4
N0677,Grand Square #677,17.266745,78.589334,16,Cluster-5
N0678,Innovation Zone #678,17.528636,78.368434,50,Cluster-6
N0679,Sunrise Colony #679,17.427594,78.666756,43,Cluster-1
N0680,Midtown #680,17.252999,78.373094,19,Cluster-2
N0681,Downtown #681,17.241929,78.615323,51,Cluster-3
N0682,Market Central #682,17.256737,78.626559,39,Cluster-4
N0683,Tech Park #683,17.25796,78.463,26,Cluster-5
N0684,Cyber City #684,17.546459,78.431971,161,Cluster-6
N0685,Financial District #685,17.447585,78.694472,108,Cluster-1
N0686,Old Quarter #686,17.21786,78.409069,62,Cluster-2
N0687,Harbor View #687,17.279947,78.682307,88,Cluster-3
N0688,Green Hills #688,17.159608,78.661176,27,Cluster-4
N0689,North Gateway #689,17.208368,78.507582,12,Cluster-5
N0690,South Port #690,17.571837,78.378989,157,Cluster-6
N0691,East End #691,17.446813,78.704816,41,Cluster-1
N0692,West Industrial #692,17.271381,78.376215,158,Cluster-2
N0693,Riverside #693,17.256223,78.651727,145,Cluster-3
N0694,Lakeview #694,17.24196,78.702849,85,Cluster-4
N0695,Metro Hub #695,17.201289,78.473231,115,Cluster-5
N0696,Airport Road #696,17.439131,78.372564,71,Cluster-6
N0697,Grand Square #697,17.474432,78.655692,57,Cluster-1
N0698,Innovation Zone #698,17.157351,78.394123,14,Cluster-2
N0699,Sunrise Colony #699,17.357033,78.587268,199,Cluster-3
N0700,Midtown #700,17.261844,78.659356,101,Cluster-4
N0701,Downtown #701,17.152742,78.525903,17,Cluster-5
N0702,Market Central #702,17.528182,78.342151,19,Cluster-6
N0703,Tech Park #703,17.462157,78.659242,179,Cluster-1
N0704,Cyber City #704,17.235924,78.352762,199,Cluster-2
N0705,Financial District #705,17.20369,78.63237,91,Cluster-3
N0706,Old Quarter #706,17.22049,78.731016,64,Cluster-4
N0707,Harbor View #707,17.23431,78.541336,160,Cluster-5
N0708,Green Hills #708,17.519031,78.315959,176,Cluster-6
N0709,North Gateway #709,17.548774,78.658253,39,Cluster-1
N0710,South Port #710,17.1706,78.431515,159,Cluster-2
N0711,East End #711,17.305797,78.656263,26,Cluster-3
N0712,West Industrial #712,17.263709,78.73953,76,Cluster-4
N0713,Riverside #713,17.301589,78.528894,33,Cluster-5
N0714,Lakeview #714,17.531535,78.289549,172,Cluster-6
N0715,Metro Hub #715,17.480575,78.666441,99,Cluster-1
N0716,Airport Road #716,17.253184,78.380636,110,Cluster-2
N0717,Grand Square #717,17.254903,78.624881,150,Cluster-3
N0718,Innovation Zone #718,17.268209,78.656563,180,Cluster-4
N0719,Sunrise Colony #719,17.267496,78.546142,38,Cluster-5
N0720,Midtown #720,17.531593,78.400514,161,Cluster-6
N0721,Downtown #721,17.493314,78.711156,107,Cluster-1
N0722,Market Central #722,17.136578,78.358751,51,Cluster-2
N0723,Tech Park #723,17.278096,78.654116,51,Cluster-3
N0724,Cyber City #724,17.252765,78.57965,186,Cluster-4
N0725,Financial District #725,17.209139,78.421991,186,Cluster-5
N0726,Old Quarter #726,17.584844,78.313251,75,Cluster-6
N0727,Harbor View #727,17.471689,78.713476,148,Cluster-1
N0728,Green Hills #728,17.157179,78.337525,145,Cluster-2
N0729,North Gateway #729,17.256613,78.55418,172,Cluster-3
N0730,South Port #730,17.24171,78.642604,62,Cluster-4
N0731,East End #731,17.255404,78.418716,88,Cluster-5
N0732,West Industrial #732,17.546243,78.405385,77,Cluster-6
N0733,Riverside #733,17.435407,78.695836,19,Cluster-1
N0734,Lakeview #734,17.185594,78.441948,13,Cluster-2
N0735,Metro Hub #735,17.28805,78.631543,28,Cluster-3
N0736,Airport Road #736,17.184821,78.617373,111,Cluster-4
N0737,Grand Square #737,17.225072,78.462052,37,Cluster-5
N0738,Innovation Zone #738,17.500075,78.410811,60,Cluster-6
N0739,Sunrise Colony #739,17.472558,78.719322,22,Cluster-1
N0740,Midtown #740,17.188134,78.379115,27,Cluster-2
N0741,Downtown #741,17.237152,78.590634,101,Cluster-3
N0742,Market Central #742,17.250546,78.718148,15,Cluster-4
N0743,Tech Park #743,17.239244,78.520154,99,Cluster-5
N0744,Cyber City #744,17.488717,78.357186,63,Cluster-6
N0745,Financial District #745,17.465191,78.690338,90,Cluster-1
N0746,Old Quarter #746,17.185962,78.382919,139,Cluster-2
N0747,Harbor View #747,17.253325,78.652688,118,Cluster-3
N0748,Green Hills #748,17.259535,78.652207,167,Cluster-4
N0749,North Gateway #749,17.212304,78.464778,29,Cluster-5
N0750,South Port #750,17.583237,78.381173,120,Cluster-6
N0751,East End #751,17.498278,78.712117,185,Cluster-1
N0752,West Industrial #752,17.190684,78.396241,51,Cluster-2
N0753,Riverside #753,17.27584,78.579064,152,Cluster-3
N0754,Lakeview #754,17.26033,78.641802,10,Cluster-4
N0755,Metro Hub #755,17.215606,78.503214,141,Cluster-5
N0756,Airport Road #756,17.621327,78.307265,118,Cluster-6
N0757,Grand Square #757,17.39425,78.685714,20,Cluster-1
N0758,Innovation Zone #758,17.117088,78.378375,89,Cluster-2
N0759,Sunrise Colony #759,17.187748,78.650617,174,Cluster-3
N0760,Midtown #760,17.243105,78.632563,95,Cluster-4
N0761,Downtown #761,17.284168,78.499609,84,Cluster-5
N0762,Market Central #762,17.545457,78.326071,171,Cluster-6
N0763,Tech Park #763,17.478969,78.640163,54,Cluster-1
N0764,Cyber City #764,17.270855,78.417487,19,Cluster-2
N0765,Financial District #765,17.267573,78.674127,37,Cluster-3
N0766,Old Quarter #766,17.250777,78.659972,40,Cluster-4
N0767,Harbor View #767,17.246814,78.426925,189,Cluster-5
N0768,Green Hills #768,17.507789,78.377281,128,Cluster-6
N0769,North Gateway #769,17.440058,78.75853,43,Cluster-1
N0770,South Port #770,17.174613,78.39285,10,Cluster-2
N0771,East End #771,17.331037,78.663263,156,Cluster-3
N0772,West Industrial #772,17.320732,78.672402,102,Cluster-4
N0773,Riverside #773,17.188246,78.401787,13,Cluster-5
N0774,Lakeview #774,17.479413,78.376918,33,Cluster-6
N0775,Metro Hub #775,17.498782,78.718489,52,Cluster-1
N0776,Airport Road #776,17.140402,78.358696,149,Cluster-2
N0777,Grand Square #777,17.276907,78.552752,137,Cluster-3
N0778,Innovation Zone #778,17.213134,78.67449,36,Cluster-4
N0779,Sunrise Colony #779,17.247159,78.526473,128,Cluster-5
N0780,Midtown #780,17.526471,78.356792,165,Cluster-6
N0781,Downtown #781,17.433523,78.69259,182,Cluster-1
N0782,Market Central #782,17.176675,78.411205,119,Cluster-2
N0783,Tech Park #783,17.212697,78.699235,88,Cluster-3
N0784,Cyber City #784,17.219682,78.651168,181,Cluster-4
N0785,Financial District #785,17.266234,78.515916,190,Cluster-5
N0786,Old Quarter #786,17.541948,78.346366,35,Cluster-6
N0787,Harbor View #787,17.389458,78.675015,88,Cluster-1
N0788,Green Hills #788,17.211726,78.399233,58,Cluster-2
N0789,North Gateway #789,17.294184,78.620138,167,Cluster-3
N0790,South Port #790,17.216913,78.621985,116,Cluster-4
N0791,East End #791,17.261307,78.500481,164,Cluster-5
N0792,West Industrial #792,17.521155,78.365944,50,Cluster-6
N0793,Riverside #793,17.455601,78.666687,67,Cluster-1
N0794,Lakeview #794,17.210429,78.354899,100,Cluster-2
N0795,Metro Hub #795,17.314454,78.689543,70,Cluster-3
N0796,Airport Road #796,17.305648,78.711735,57,Cluster-4
N0797,Grand Square #797,17.220904,78.526999,69,Cluster-5
N0798,Innovation Zone #798,17.519613,78.373338,89,Cluster-6
N0799,Sunrise Colony #799,17.482182,78.673796,99,Cluster-1
N0800,Midtown #800,17.187283,78.410669,138,Cluster-2
N0801,Downtown #801,17.294513,78.663073,165,Cluster-3
N0802,Market Central #802,17.334378,78.744452,105,Cluster-4
N0803,Tech Park #803,17.244966,78.497723,153,Cluster-5
N0804,Cyber City #804,17.538518,78.392831,183,Cluster-6
N0805,Financial District #805,17.52283,78.656914,189,Cluster-1
N0806,Old Quarter #806,17.166188,78.379736,137,Cluster-2
N0807,Harbor View #807,17.367891,78.683173,56,Cluster-3
N0808,Green Hills #808,17.189495,78.671241,70,Cluster-4
N0809,North Gateway #809,17.177065,78.508774,177,Cluster-5
N0810,South Port #810,17.517004,78.418203,153,Cluster-6
N0811,East End #811,17.513527,78.745263,35,Cluster-1
N0812,West Industrial #812,17.200881,78.409079,64,Cluster-2
N0813,Riverside #813,17.304104,78.659759,128,Cluster-3
N0814,Lakeview #814,17.218654,78.634538,196,Cluster-4
N0815,Metro Hub #815,17.26128,78.434145,164,Cluster-5
N0816,Airport Road #816,17.583601,78.336609,26,Cluster-6
N0817,Grand Square #817,17.509983,78.675671,56,Cluster-1
N0818,Innovation Zone #818,17.134548,78.394072,93,Cluster-2
N0819,Sunrise Colony #819,17.250954,78.586389,40,Cluster-3
N0820,Midtown #820,17.284048,78.671309,63,Cluster-4
N0821,Downtown #821,17.23963,78.556567,135,Cluster-5
N0822,Market Central #822,17.471653,78.42633,132,Cluster-6
N0823,Tech Park #823,17.491751,78.697265,178,Cluster-1
N0824,Cyber City #824,17.098071,78.402839,169,Cluster-2
N0825,Financial District #825,17.249932,78.69408,51,Cluster-3
N0826,Old Quarter #826,17.243037,78.614089,194,Cluster-4
N0827,Harbor View #827,17.222132,78.47606,118,Cluster-5
N0828,Green Hills #828,17.536486,78.357968,91,Cluster-6
N0829,North Gateway #829,17.505733,78.709948,77,Cluster-1
N0830,South Port #830,17.16745,78.45429,128,Cluster-2
N0831,East End #831,17.27105,78.597607,152,Cluster-3
N0832,West Industrial #832,17.22478,78.717926,187,Cluster-4
N0833,Riverside #833,17.28788,78.525966,89,Cluster-5
N0834,Lakeview #834,17.490002,78.342001,112,Cluster-6
N0835,Metro Hub #835,17.44938,78.739911,176,Cluster-1
N0836,Airport Road #836,17.187304,78.408808,33,Cluster-2
N0837,Grand Square #837,17.20705,78.548677,41,Cluster-3
N0838,Innovation Zone #838,17.242693,78.685867,160,Cluster-4
N0839,Sunrise Colony #839,17.247166,78.507178,22,Cluster-5
N0840,Midtown #840,17.516831,78.377012,199,Cluster-6
N0841,Downtown #841,17.481529,78.669046,112,Cluster-1
N0842,Market Central #842,17.142284,78.372835,10,Cluster-2
N0843,Tech Park #843,17.306398,78.547719,53,Cluster-3
N0844,Cyber City #844,17.222581,78.66641,119,Cluster-4
N0845,Financial District #845,17.190785,78.550945,61,Cluster-5
N0846,Old Quarter #846,17.516817,78.380655,163,Cluster-6
N0847,Harbor View #847,17.438108,78.65958,54,Cluster-1
N0848,Green Hills #848,17.183186,78.366144,139,Cluster-2
N0849,North Gateway #849,17.241647,78.600355,16,Cluster-3
N0850,South Port #850,17.266068,78.61213,171,Cluster-4
N0851,East End #851,17.282443,78.506184,192,Cluster-5
N0852,West Industrial #852,17.51501,78.390721,140,Cluster-6
N0853,Riverside #853,17.419022,78.675324,146,Cluster-1
N0854,Lakeview #854,17.148344,78.380873,66,Cluster-2
N0855,Metro Hub #855,17.238268,78.591323,99,Cluster-3
N0856,Airport Road #856,17.207901,78.67689,101,Cluster-4
N0857,Grand Square #857,17.214059,78.446857,47,Cluster-5
N0858,Innovation Zone #858,17.526475,78.382276,181,Cluster-6
N0859,Sunrise Colony #859,17.460135,78.633109,181,Cluster-1
N0860,Midtown #860,17.226389,78.380635,41,Cluster-2
N0861,Downtown #861,17.310093,78.629185,38,Cluster-3
N0862,Market Central #862,17.276985,78.60474,26,Cluster-4
N0863,Tech Park #863,17.22762,78.475104,42,Cluster-5
N0864,Cyber City #864,17.584381,78.347143,58,Cluster-6
N0865,Financial District #865,17.42136,78.661284,31,Cluster-1
N0866,Old Quarter #866,17.159865,78.381515,147,Cluster-2
N0867,Harbor View #867,17.225117,78.598167,187,Cluster-3
N0868,Green Hills #868,17.270487,78.582762,20,Cluster-4
N0869,North Gateway #869,17.265602,78.526909,146,Cluster-5
N0870,South Port #870,17.556103,78.307381,159,Cluster-6
N0871,East End #871,17.412855,78.676103,138,Cluster-1
N0872,West Industrial #872,17.188274,78.325168,194,Cluster-2
N0873,Riverside #873,17.299064,78.694943,60,Cluster-3
N0874,Lakeview #874,17.222038,78.652787,55,Cluster-4
N0875,Metro Hub #875,17.303758,78.503715,16,Cluster-5
N0876,Airport Road #876,17.533462,78.375075,168,Cluster-6
N0877,Grand Square #877,17.394448,78.64378,172,Cluster-1
N0878,Innovation Zone #878,17.232987,78.340722,117,Cluster-2
N0879,Sunrise Colony #879,17.298965,78.656672,33,Cluster-3
N0880,Midtown #880,17.213355,78.693943,59,Cluster-4
N0881,Downtown #881,17.259398,78.562234,79,Cluster-5
N0882,Market Central #882,17.528717,78.374491,148,Cluster-6
N0883,Tech Park #883,17.426408,78.752426,142,Cluster-1
N0884,Cyber City #884,17.109471,78.388018,66,Cluster-2
N0885,Financial District #885,17.273964,78.649875,138,Cluster-3
N0886,Old Quarter #886,17.260882,78.663606,174,Cluster-4
N0887,Harbor View #887,17.298549,78.534713,33,Cluster-5
N0888,Green Hills #888,17.55813,78.458461,96,Cluster-6
N0889,North Gateway #889,17.441392,78.674151,172,Cluster-1
N0890,South Port #890,17.193795,78.333981,136,Cluster-2
N0891,East End #891,17.303605,78.618688,87,Cluster-3
N0892,West Industrial #892,17.248852,78.681153,160,Cluster-4
N0893,Riverside #893,17.240833,78.456632,112,Cluster-5
N0894,Lakeview #894,17.534538,78.327428,49,Cluster-6
N0895,Metro Hub #895,17.466823,78.666609,41,Cluster-1
N0896,Airport Road #896,17.207842,78.403046,18,Cluster-2
N0897,Grand Square #897,17.250771,78.656993,171,Cluster-3
N0898,Innovation Zone #898,17.269447,78.690328,126,Cluster-4
N0899,Sunrise Colony #899,17.190442,78.398587,144,Cluster-5
N0900,Midtown #900,17.520685,78.286195,88,Cluster-6
N0901,Downtown #901,17.476504,78.626067,199,Cluster-1
N0902,Market Central #902,17.202035,78.34022,29,Cluster-2
N0903,Tech Park #903,17.188957,78.560158,92,Cluster-3
N0904,Cyber City #904,17.25165,78.590564,52,Cluster-4
